,3110035E14Rik_class,Aldoc_class,Cck_class,Cplx2_class,Enc1_class,Gad1_class,Id2_class,Ndnf_class,Neurod6_class,Npy2r_class,Pcp4_class,Pde1a_class,Plp1_class,Prkca_class,Pvalb_class,Reln_class,Rgs4_class,Sst_class,Wfs1_class,Zero
Snca,2.0600491882654826,0.03375068113888654,0.17865561748275785,0.7453692695003655,1.0628794608928585,0.1287806276798481,0.1641732293216151,0.31159846564789045,1.625600106260934,0.05882836796676037,3.172229781741876,2.408006241719762,0.003072105103838817,0.5568188311967247,0.22550644711583015,0.18960907720803727,0.7679236177835271,0.06825701333092547,0.4123823795314773,0.03373822171738683
Sncg,0.0,0.025377130325515068,0.2664269720454893,7.820920702557244e-05,0.0004901075554859306,0.0,0.0,0.10977454600086999,0.0,0.0,0.0035198314371940164,0.0,0.00883745365294455,0.0009351229000630498,0.0,0.1156364175384077,0.0,0.02477144761956949,0.004615344991484011,0.007362512820667874
Sst,0.19068954103143568,0.041142667809342226,0.11440549723271994,0.07837673213958307,0.00026607720994075476,0.0,0.002572902120042889,0.0791571396474071,0.04775105958645167,3.817069957269798,0.12607559946855884,0.0,0.2643990855460862,0.030868163266373982,1.0909885456370771,0.2105329578064064,0.017554171543774078,26.90020554767618,0.00018229261137886916,0.037936005632550424
Sulf2,0.016566163106497205,0.032051429628760134,0.1652904610397651,0.01128914707089999,0.08167564165767957,0.0,0.07363877794943463,0.054482566565394845,0.20685763770846533,0.06509946094915103,0.1913403047454915,0.08595769177658732,0.08059483947864048,0.07646701101518766,0.20418249975052563,0.0880657650731597,0.38563563927688554,0.024858056086869845,0.05063952516323491,0.027292889764426294
Synpr,0.0,0.003305110704777259,0.06113772238970974,0.0019686519931359633,0.0,0.0,0.0,0.0,0.0,0.0654378787578173,0.0,0.0,0.008593250293164266,0.002299644078370696,0.13586107286718965,0.03264227369588567,1.9093393999351687e-05,0.10040385635346284,0.0,0.002738817426738366
Tac1,0.0,0.004643389903720306,0.06701165503182527,0.0384105785632624,0.0,0.12571775903807095,0.0,0.08756806206635075,0.06242974787295865,0.19468555041121463,0.0,0.0004398232837973386,0.02344851600230931,0.033567459067006776,2.5934593318362573,0.07086042691482713,0.11420782930322423,0.04633722341421345,0.011286197103628725,0.014769444344307771
Tac2,0.0,0.00027674512069641874,1.7563012049017523,0.03905544837807657,0.0,0.0,0.07845535922836289,0.0,0.0,0.0,0.0,0.0,0.0,0.011664195274696684,0.0,0.0,0.02507232495864402,0.0,0.00010459322577720002,0.0028741114371322704
Th,0.0,1.5871255932140495e-05,0.0,0.026111525116131164,0.05815692977370939,0.0,0.00023443339262498478,0.0,0.0,0.2020062377558897,0.10425496709666675,0.0,0.0,0.014705121890281636,0.024166676683726775,0.0,0.0,0.0,0.04241613335312255,0.0007307758507624094
Thsd7a,0.0,0.0031289815391101995,0.0623283881505391,0.0,0.0,0.0,0.07819055283765461,0.0,0.0,0.0,0.0,0.0,0.014779199042146569,0.008991603310687258,0.0273603071764514,0.0,0.0,0.04778030914727392,0.008203793034675437,0.000667272683492452
Trp53i11,0.22322956453764548,0.06604663299850382,1.6585025938263707,0.048111736546379194,0.08571577732694842,0.1325334227753823,0.06579096384612995,2.6065563445958944,0.03046276169884718,0.12399184224244433,0.628508993596893,0.0,0.017637094583313296,0.020623826678394273,0.021331239682989167,0.8217936086641969,0.11377235625741423,0.15565430563234695,0.03418138774901611,0.025349438031140144
Vip,0.0,0.0009381085996939754,4.5276700866726305,0.0,0.00027576296686678616,0.0,0.0,0.04595747116892393,0.010380244481598397,0.0,0.005607931711980245,0.00022634364277875733,0.009403946503450354,0.012670754760048855,0.0,0.06842716177975247,0.0,0.0,0.00856475465109538,0.00980896534233843
Wfs1,0.00862248540534941,0.07314628905335237,0.2418345635738111,0.30810451999123295,0.0011110927675080362,0.0,0.2113023810562918,0.02937565900996601,0.2996037013544698,0.056682369541721594,0.4771451509166447,0.025114625703562377,0.02217799466913694,2.223615961130245,0.13043543255720266,0.03522474658798326,0.06230582560699821,0.028517672764082035,3.2479721430122344,0.06773087894258865
Yjefn3,0.001332258741649817,0.0035388836887770545,0.1237994479877181,0.028105605112154007,0.0005232485317275017,0.0,0.0773027283773273,0.10884156297187843,0.021977178682111884,0.0,0.4618485338232883,0.0,0.002464872230236471,0.00510564954829479,0.055998555985508625,0.0,0.006099902694768134,0.0,0.0,0.0008598764468946729
Zcchc12,0.3618074990586523,0.019312707213419898,0.18216770364222398,0.042725289403572404,0.02934824926141071,0.39630975127626017,0.07796021882141599,0.1033005147175445,0.22234479004917768,0.06256382459692068,0.003967172498609278,0.13648788982619614,0.0006949482272768284,0.06346762597476016,4.623562102262952e-05,0.11847919497991391,0.05331900596306594,0.28789814016487925,0.060239521831381815,0.009756364921021827
